username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
orangebobevil,low carb enthusiast waiting for the science to catch up #Yes2Meat #meatheals,United Kingdom,190,247,11979,2015-01-21 19:05:17,2020-05-04 09:21:04,15,"Weird, worrying thing is that more than 100 years later, so many (#vegan) MDs, #dietitians STILL promote this unscientific, belief-led, toxic prescription for diabetics! When will they ever learn? https://t.co/Wf1fBzxY3p","[{'text': 'vegan', 'indices': [84, 90]}, {'text': 'dietitians', 'indices': [97, 108]}]"
AgainstHunting,Hunting is cruel and socially unjustifiable. Thousands of animals die as victims of this 'sport' every year. There is NO excuse for hunting. #Vegan4them,United Kingdom,7998,17429,315786,2012-04-04 20:24:18,2020-05-04 09:20:27,3,"#Vegan tomato tart from Delia. No need to use goat’s cheese, @nush_foods cream cheese made from almonds is far better &amp; no cholesterol. This recipe is really easy &amp; very tasty (almost like pizza flavour) https://t.co/e3SrQoj2az","[{'text': 'Vegan', 'indices': [17, 23]}]"
simpaticofoods,"USDA organic certified maker of spicy peanut sauce, citrus infused sauce and original dipping sauce - medium and hot versions. Organic. Vegan. Gluten-Free.",United States,121,26,181,2018-03-11 08:31:29,2020-05-04 09:20:22,0,"Do you know about the filter on our How to Use page? For #MeatlessMonday select “Vegan” and you’ll find #recipes to use w/ Spicy Peanut Sauce, Citrus Infused Sauce, &amp; Original Dipping Sauce. Our sauces are #organic, #glutenfree, #vegan and delicious. https://t.co/maQ7ru3f6g https://t.co/7lsyLttpkq","[{'text': 'MeatlessMonday', 'indices': [57, 72]}, {'text': 'recipes', 'indices': [104, 112]}, {'text': 'organic', 'indices': [210, 218]}, {'text': 'glutenfree', 'indices': [220, 231]}, {'text': 'vegan', 'indices': [233, 239]}]"
floralstreet_,"A collection of fragrances powered by Flowers | Available online, in our Flagship store in Covent Garden, John Lewis & selected retailers 🌸","30 King Street, Covent Garden, London",134,511,719,2017-11-16 11:03:29,2020-05-04 09:20:10,0,"Monday Motivation - Positive Petal Power! We love it! 🌼

#floralstreet #streetbunch #fragrance #vegan #veganperfume #veganbeauty #veganbeautyproducts #crueltyfreebeauty #perfume  #biodegradable #compostable #recycle #reuse #sustainable #ecofriendly  #sugarcane #sugarcanepackag https://t.co/urm8Q86JND","[{'text': 'floralstreet', 'indices': [57, 70]}, {'text': 'streetbunch', 'indices': [71, 83]}, {'text': 'fragrance', 'indices': [84, 94]}, {'text': 'vegan', 'indices': [95, 101]}, {'text': 'veganperfume', 'indices': [102, 115]}, {'text': 'veganbeauty', 'indices': [116, 128]}, {'text': 'veganbeautyproducts', 'indices': [129, 149]}, {'text': 'crueltyfreebeauty', 'indices': [150, 168]}, {'text': 'perfume', 'indices': [169, 177]}, {'text': 'biodegradable', 'indices': [179, 193]}, {'text': 'compostable', 'indices': [194, 206]}, {'text': 'recycle', 'indices': [207, 215]}, {'text': 'reuse', 'indices': [216, 222]}, {'text': 'sustainable', 'indices': [223, 235]}, {'text': 'ecofriendly', 'indices': [236, 248]}, {'text': 'sugarcane', 'indices': [250, 260]}, {'text': 'sugarcanepackag', 'indices': [261, 277]}]"
Rees2Rees,Mum of two boyz full time skivvy in work and at home. Enjoys a glass or two of Rioja. Hope one day to have tax free red wine. Vote for me......,Barry South Wales,118,61,846,2011-05-22 17:22:20,2020-05-04 09:19:58,4,"Discover some of our greatest vegetarian Indian recipes. From small plates to delicious curries, biryani &amp; side dishes, every dish is full of flavor. 

#veganvale #veganwales #vegan #bangladeshifood #veganindianfood #indianfood #indiantakeaway #veganlife #plantbased #veggies https://t.co/p4a1UfULut",[]
Dylan_Actor,Actor/YouTube Representation : @AudereTalent,London/Norwich,190,155,1434,2012-02-13 23:06:40,2020-05-04 09:19:48,1,"BEFORE: vegan pizza - dough topped with tomato sauce, yellow pepper, plum tomatoes, chestnut mushrooms, Tesco brand vegan parmesan, and fresh basil from my windowsill. #vegan #quarantinekitchen #yum https://t.co/uYZHi3pcXz",[]
chomals,"Fresh Foods & Produce - Fruits & Vegetables wholesale distribution, bulk volume trade & supply in UAE & GULF markets based in Dubai","Dubai, United Arab Emirates",618,685,7826,2010-09-13 08:51:47,2020-05-04 09:19:34,3,"Have you tried a #vegan #diet? If so, what's your go to source for protein?- https://t.co/rd1HpicJQQ https://t.co/a4vhNvZ8Gy","[{'text': 'vegan', 'indices': [34, 40]}, {'text': 'diet', 'indices': [41, 46]}]"
Simon_G_Purser,Chronic volunteer for nature conservation in Wallacea,"South Sulawesi, Indonesia",83,36,207,2011-08-20 23:08:49,2020-05-04 09:18:50,1,"From #veganism to #plantbased for the #environment
Let's have a talk (dalam bahasa Indonesia) about how #planetaryhealth depends upon what you choose to put on your plate. 🌏✌️🌱
-------------
Sunday, 10th… https://t.co/9GpuNWKtvp","[{'text': 'veganism', 'indices': [5, 14]}, {'text': 'plantbased', 'indices': [18, 29]}, {'text': 'environment', 'indices': [38, 50]}, {'text': 'planetaryhealth', 'indices': [104, 120]}]"
HeidiBearKaye1,.....for the animals.....,,989,907,50721,2019-12-18 16:11:29,2020-05-04 09:18:22,6,"Yeah so that's how y'all liar carnists boast of buying LOCAL, aye? 
See how HUMANELY one of yer favorite FHarmers left his cow to drown to death in a muddy river &amp; he crossed all the limits of kindness by blocking the Rescue efforts.  
Luckily, cow is safe. 
#dairyfree #GoVegan https://t.co/C4juEH8pdo",[]
GrahamCD62,"Bad men need nothing more to compass their ends, than that good men should look on and do nothing - John Stuart Mill","England, United Kingdom",6771,8229,39507,2015-10-03 11:48:24,2020-05-04 09:18:06,4,"@theirturn @hcsheriff @FOX13News @abcactionnews @mysuncoast @orlandosentinel @TB_Times @bradentonherald @theledger @AmyGehrt @gabriellecalise @news6wkmg Signed ✍️ #JusticeForRiver #care2 #vegan

https://t.co/nAEO5A52wO",[]
vegantrademark,"The international Vegan Trademark, regulated by @TheVeganSociety. Registering products as vegan since 1990. Tag your #VeganTrademark products to share with us!",Worldwide,370,6057,977,2010-04-19 09:16:30,2020-05-04 09:16:36,1,"Looking for a de-stressing face massage?Try our multipurpose #carrotalgaemarinedrops(oil serum) which contains unique microalgae extract tht help inhibit the effects of #cortisol on the skin-Wake up to hydrated,calmed,relaxed skin appearance #vegan #organic #natural #greenbeauty https://t.co/gPH1HCBhCm","[{'text': 'carrotalgaemarinedrops', 'indices': [81, 104]}]"
Valenti77767302,joking,,711,68,105,2020-03-30 11:40:52,2020-05-04 09:16:33,181,"My people, #veganlife doesn’t mean you can’t still enjoy... Presenting MUSHROOM EGUSI! 🍛👏🏾🔥 https://t.co/kGua4b8Sqj","[{'text': 'veganlife', 'indices': [27, 37]}]"
Grottig,"My tweets are in English or German. The wings are to cover the background. Someone's quote: You are all you got, and all you need. Choose yourself",Hamburg,163,90,2901,2010-02-08 17:21:53,2020-05-04 09:16:12,0,@dougmaw @RSPCA_official I have signed. And I have donated. Because this can one can turn into a relevant change having a bigger impact than other approaches and campaigns. #Vegan,"[{'text': 'Vegan', 'indices': [173, 179]}]"
ukmav,Life is far too strange and haphazard to be taken entirely seriously. Ex human in animal form speaking for humanities victims.,I am constantly amazed,4584,5492,174922,2011-07-08 18:30:44,2020-05-04 09:15:51,11,"#farm365 #TheChase #AnimalRights #mondaythoughts #MayThe4th #plantbased #stoptheperverts

Here is Mark who makes a living by sexually abusing animals. 

Watch him boasting about how his victims “enjoy it”. 

#govegan and stop people like Mark. 👊💚 https://t.co/mLieAqnIIo","[{'text': 'farm365', 'indices': [14, 22]}, {'text': 'TheChase', 'indices': [23, 32]}, {'text': 'AnimalRights', 'indices': [33, 46]}, {'text': 'mondaythoughts', 'indices': [47, 62]}, {'text': 'MayThe4th', 'indices': [63, 73]}, {'text': 'plantbased', 'indices': [74, 85]}, {'text': 'stoptheperverts', 'indices': [86, 102]}]"
GrahamCD62,"Bad men need nothing more to compass their ends, than that good men should look on and do nothing - John Stuart Mill","England, United Kingdom",6771,8229,39507,2015-10-03 11:48:24,2020-05-04 09:15:49,6,"Yeah so that's how y'all liar carnists boast of buying LOCAL, aye? 
See how HUMANELY one of yer favorite FHarmers left his cow to drown to death in a muddy river &amp; he crossed all the limits of kindness by blocking the Rescue efforts.  
Luckily, cow is safe. 
#dairyfree #GoVegan https://t.co/C4juEH8pdo",[]
brownhandbag,"country lass, with chickens, husband, a motorbike and a massive gin collection! #blogger",Somerset,3150,1032,83446,2009-06-15 12:53:39,2020-05-04 09:15:25,243,"#RTtoWin one of 5 packs of 4 real ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/LGvaqg4XXA","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [123, 138]}]"
Vegevegablog,"VegeVega is the home of healthy living, from health tips, recipes & food ideas. Our blog will teach you how to live a healthy life & have a healthy mindset.",Earth,8,8,173,2019-12-09 10:40:18,2020-05-04 09:15:23,0,"The best Easy Healthy Vegan Creamy Kale &amp; Quinoa Salad! Made with kale, lentils, quinoa and green beans, then tossed in a vegan creamy cilantro-lime dressing.  #creamy #kale #nutritious #quinoa #salad #superfoods #vegan https://t.co/JOimHA9vV5 https://t.co/zT8RtEsAya","[{'text': 'creamy', 'indices': [164, 171]}, {'text': 'kale', 'indices': [172, 177]}, {'text': 'nutritious', 'indices': [178, 189]}, {'text': 'quinoa', 'indices': [190, 197]}, {'text': 'salad', 'indices': [198, 204]}, {'text': 'superfoods', 'indices': [205, 216]}, {'text': 'vegan', 'indices': [217, 223]}]"
YarosisNancy,"I worship nature,don't laugh I can prove it exists! 🐯🐈🐕🐺🐎🐋🐬🦊🦒Animal & Environmental Activist🐒🦏🐘🦁🐍🐧🦈#TheResistance","North Carolina, USA",34520,32119,782382,2016-07-29 22:35:57,2020-05-04 09:15:20,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
AbtIslamNet,An initiative that strives to build bridges of understanding and peaceful co-existence with fellow human beings around the world.,,458,9206,64915,2015-12-27 13:13:18,2020-05-04 09:15:04,1,"Have you chosen to live a vegan lifestyle?

Check these 4 easy recipes to try this Ramadan.

#vegan #veganrecipes #Ramadan2020 https://t.co/6zB4v5yC7I","[{'text': 'vegan', 'indices': [93, 99]}, {'text': 'veganrecipes', 'indices': [100, 113]}, {'text': 'Ramadan2020', 'indices': [114, 126]}]"
LeeHillerLondon,✨Wed 2 my beloved @RickLondon #AutisticAcceptance ✨ #vegan #treehugger from #Oregon living in red zone ✨ #KHive 4Ever ✨ Save Our #healthcare ✨ #JoeBiden2020 ✨,Arkansas,32352,31309,628053,2009-01-13 21:32:16,2020-05-04 09:15:02,0,"How Many Lives Will be Lost 4U to Feel Chic? https://t.co/DUqoQJK88j Save Lives, be happy in UR own skin #BoycottFur #vegan #animalrights","[{'text': 'BoycottFur', 'indices': [105, 116]}, {'text': 'vegan', 'indices': [117, 123]}, {'text': 'animalrights', 'indices': [124, 137]}]"
Soapboxx2,Soap Boxx aims to bring the world of fantastic soaps and bath products direct to your door! Vegan friendly & Cruelty Free.,East Lothian,526,125,68,2020-04-18 19:10:28,2020-05-04 09:14:33,0,"Wash away your dark side at: https://t.co/i0vNCSf70o
https://t.co/ZJtzC997bI
#MayThe4th #MondayMorning #Scotland #eastlothian #vegan #CrueltyFree #WashYourHands #shopping #gift #gifts #giftideas https://t.co/zwgiV9DwPg","[{'text': 'MayThe4th', 'indices': [77, 87]}, {'text': 'MondayMorning', 'indices': [88, 102]}, {'text': 'Scotland', 'indices': [103, 112]}, {'text': 'eastlothian', 'indices': [113, 125]}, {'text': 'vegan', 'indices': [126, 132]}, {'text': 'CrueltyFree', 'indices': [133, 145]}, {'text': 'WashYourHands', 'indices': [146, 160]}, {'text': 'shopping', 'indices': [161, 170]}, {'text': 'gift', 'indices': [171, 176]}, {'text': 'gifts', 'indices': [177, 183]}, {'text': 'giftideas', 'indices': [184, 194]}]"
minettewemel,voor een wereld zonder misbruik van dieren,Netherlands,146,162,8237,2011-02-04 16:12:27,2020-05-04 09:14:22,494,"Kids understand what adults struggle with. 

Why is it that we try to suppress this truth and innate empathy?

#vegan #govegan #SundayThoughts #meatfree #animallovers https://t.co/aGbhxV08v6","[{'text': 'vegan', 'indices': [127, 133]}]"
FaithH0pe_Love,"Married My Soulmate in 2016💖/Surfer🏄/#PatrickMahomes ❤/
It Took A Wild Heart To Tame Mine💘 /With GOD All Things Are Possible†/RIP My Lynn💔😪/SaltLife🏝",Somewhere In The Ocean,2606,3361,111648,2015-01-10 04:08:00,2020-05-04 09:14:14,75,"Why could this baby not be with his mother ?

Why does this baby not have the same rights
as a baby dog ?

Why is it acceptable to kill these intelligent 
animals ? Stop your bs today 
#AnimalRights #Vegan 
#HumanityStartsWithEquality
#DontEatFriends #Unkn0wn https://t.co/3M32zxXEb9",[]
cme13,,Weston Super Mare,3079,522,94217,2009-03-23 19:10:12,2020-05-04 09:14:03,41,"#RTtoWin one of 5 packs of 4 ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/A9rFVeWiy5","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [118, 133]}]"
oddpodsfoods,"Welcome to #Oddpods, the home of #healthy, #vegan, #readytoeat pulses that are the perfect addition to whatever you’re cooking 😋🍲 Buy online soon!",,44,27,20,2019-06-11 15:52:21,2020-05-04 09:14:01,0,It really isn’t! Our delicious range of Oddpods are high in fibre and protein. We’ve got it sorted #easymeals #eatuporheatup #Oddpodsfamily #pavingtheway #plantbased #proteinboost #pulsesn #readytoeat #tasteandtexture #vegan #vegetarian  #FoodForward #LockdownMeals https://t.co/48VpROGpXX,"[{'text': 'easymeals', 'indices': [99, 109]}, {'text': 'eatuporheatup', 'indices': [110, 124]}, {'text': 'Oddpodsfamily', 'indices': [125, 139]}, {'text': 'pavingtheway', 'indices': [140, 153]}, {'text': 'plantbased', 'indices': [154, 165]}, {'text': 'proteinboost', 'indices': [166, 179]}, {'text': 'pulsesn', 'indices': [180, 188]}, {'text': 'readytoeat', 'indices': [189, 200]}, {'text': 'tasteandtexture', 'indices': [201, 217]}, {'text': 'vegan', 'indices': [218, 224]}, {'text': 'vegetarian', 'indices': [225, 236]}, {'text': 'FoodForward', 'indices': [238, 250]}, {'text': 'LockdownMeals', 'indices': [251, 265]}]"
jaihindtimes,Jaihind Times covers World's Latest Breaking News in hindi.Follow us for the latest news and views.,India,108,64,5881,2015-02-14 11:39:34,2020-05-04 09:13:45,2,#jaihindtimes😎 #lockdown2020 #greenzone #foodstagram #vegan #harishankarparsai @ Cho Lon https://t.co/f6smxHE1vU,"[{'text': 'jaihindtimes', 'indices': [18, 31]}, {'text': 'lockdown2020', 'indices': [33, 46]}, {'text': 'greenzone', 'indices': [47, 57]}, {'text': 'foodstagram', 'indices': [58, 70]}, {'text': 'vegan', 'indices': [71, 77]}, {'text': 'harishankarparsai', 'indices': [78, 96]}]"
GlutCoop,Glut Food Coop was founded in 1969 and serves the community with great food & great prices.,"Mount Rainier, MD",0,112,3530,2014-09-19 14:49:19,2020-05-04 09:13:23,0,"good read. ""A Moment of Calm With Jewel, and More Live Events This Week"" by Jennifer Harlan via NYT https://t.co/fu4fbJ7S4R. #vegan","[{'text': 'vegan', 'indices': [125, 131]}]"
EnLighText_,Learn about EnLighText on our official Twitter account.,,0,9,42,2019-11-13 19:51:58,2020-05-04 09:12:53,0,"For more info visit: https://t.co/9BeJwNasMl

#nourriture #sansgluten #allergies #diabetique #Gastronomi #sanslactose #vegan #chef #Februarywish #nutrition #movie #CRWIN2020 #Dietas #travel #viajar #musica #ATP #tour #SaturdayThoughts #music

Music: https://t.co/HjB3uFrB4f https://t.co/wuwIsUsM6R","[{'text': 'nourriture', 'indices': [46, 57]}, {'text': 'sansgluten', 'indices': [58, 69]}, {'text': 'allergies', 'indices': [70, 80]}, {'text': 'diabetique', 'indices': [81, 92]}, {'text': 'Gastronomi', 'indices': [93, 104]}, {'text': 'sanslactose', 'indices': [105, 117]}, {'text': 'vegan', 'indices': [118, 124]}, {'text': 'chef', 'indices': [125, 130]}, {'text': 'Februarywish', 'indices': [131, 144]}, {'text': 'nutrition', 'indices': [145, 155]}, {'text': 'movie', 'indices': [156, 162]}, {'text': 'CRWIN2020', 'indices': [163, 173]}, {'text': 'Dietas', 'indices': [174, 181]}, {'text': 'travel', 'indices': [182, 189]}, {'text': 'viajar', 'indices': [190, 197]}, {'text': 'musica', 'indices': [198, 205]}, {'text': 'ATP', 'indices': [206, 210]}, {'text': 'tour', 'indices': [211, 216]}, {'text': 'SaturdayThoughts', 'indices': [217, 234]}, {'text': 'music', 'indices': [235, 241]}]"
SionnachRua88,"ALF! Choose Love, Choose Peace, Choose Kindness, Choose Compassion, Choose Equality, Choose Non-Discrimination, Choose Non-Violence, Choose Life, Choose Vegan.",Windsor,1268,421,1258,2012-05-18 23:29:48,2020-05-04 09:12:38,494,"Kids understand what adults struggle with. 

Why is it that we try to suppress this truth and innate empathy?

#vegan #govegan #SundayThoughts #meatfree #animallovers https://t.co/aGbhxV08v6","[{'text': 'vegan', 'indices': [127, 133]}]"
Petbepositive,"We have ONE EARTH ONLY *which we need in a healthy state *the Earth does not need us to survive . . .
there is no plan(et) B",actually PLANET EARTH ,89,153,23023,2018-05-23 20:09:37,2020-05-04 09:12:28,4,"#GoVegan

""373 employees and contract workers at Triumph Foods in Buchanan County, Missouri, have tested positive for coronavirus. All of them were asymptomatic, according to a press release from the Missouri Department of Health and Senior Services.""

https://t.co/Z4FOKThKv9","[{'text': 'GoVegan', 'indices': [11, 19]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:12:17,2,Tendli and Moringa: Who would have thought this was a match made in heaven? I loved making this combination and the white Moringa flowers made the dish look heavenly. #IndianFood #IndianCuisine #Food #Vegan https://t.co/bWtl9Rhb1w,[]
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:11:57,1,"The wolf also shall dwell with the lamb, and the leopard shall lie down with the kid; and the calf and the young lion and the fatling together; and a little child shall lead them.(#Isaiah 11:6)
#Vegetarians are the enablers of #peace.
 
#vegan
#vegetarian #HolyBible",[]
GrahamCD62,"Bad men need nothing more to compass their ends, than that good men should look on and do nothing - John Stuart Mill","England, United Kingdom",6771,8229,39507,2015-10-03 11:48:24,2020-05-04 09:11:50,14,"Heard the good people @TRJFProject had intercepted a haul of vegan burger patties that were going to waste with the #COVIDー19 lockdown. Booked a slot, drove in.  I definitely wasn't expecting to drive away with 200 of the things! 😆👍 #vegan #zerowaste #veganhaul #bargainhunting https://t.co/zhbdGGPXRM",[]
vehement_soup,,,0,1239,84197,2018-02-12 11:09:53,2020-05-04 09:11:49,2,"We are not mentioning any names, but some refer to it as a miracle in a little jar. #redibasecooking https://t.co/HhFcjL9SzR #rcfinefoods #thespicehouse #soup #broth #bouillon #soupstock #soupoftheday#pilaf #clamchowder  #lowsodium #glutenfree #chickensoup  #vegan #plantbased https://t.co/GoD7xeO0yG","[{'text': 'redibasecooking', 'indices': [101, 117]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:11:37,1,"Shop healthy, save money and support your local economy! via TheOrganicView https://t.co/Ket6fXkutS #raw #vegan","[{'text': 'raw', 'indices': [120, 124]}, {'text': 'vegan', 'indices': [125, 131]}]"
Vegan_David_,Fascinated by the nature of reality. #Piano #Fitness #Copywriter #Vegan 🌱#Animalrights #Humanrights. Anti-discrimination & anti-inequality. #Peace 💚🐄🐖🐓🐟,UK,3627,4978,23736,2015-07-28 18:17:08,2020-05-04 09:11:35,12,"First 3 words you see to make your dinner with tonight.

What words did you get?

#Vegan #food #recipes https://t.co/RLqCqj55Iv","[{'text': 'Vegan', 'indices': [103, 109]}, {'text': 'food', 'indices': [110, 115]}, {'text': 'recipes', 'indices': [116, 124]}]"
vehement_soup,,,0,1239,84197,2018-02-12 11:09:53,2020-05-04 09:11:31,2,"Green soup #recipe, #fresh and #healthy option for hot summer days or just for any day!
#foodism #foodie #recipe #soup #vegetarian #vegan #starter
https://t.co/EecLdGzCfj","[{'text': 'recipe', 'indices': [31, 38]}, {'text': 'fresh', 'indices': [40, 46]}, {'text': 'healthy', 'indices': [51, 59]}, {'text': 'foodism', 'indices': [108, 116]}, {'text': 'foodie', 'indices': [117, 124]}, {'text': 'recipe', 'indices': [125, 132]}, {'text': 'soup', 'indices': [133, 138]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:11:17,1,#zerowaste #plantbased Stylish Glass Water Bottle With Filter - Tea Infuser https://t.co/x9zVB8CuzX,"[{'text': 'zerowaste', 'indices': [15, 25]}, {'text': 'plantbased', 'indices': [26, 37]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:10:57,1,"The study published in the journal Nutrients found that a plant-based diet helps to promote beneficial gut hormones. How many reasons do you need?! 💁 #GoVegan #plantbased #veganfood 

https://t.co/VhcK9SSRqC",[]
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:10:37,2,"We are not mentioning any names, but some refer to it as a miracle in a little jar. #redibasecooking https://t.co/HhFcjL9SzR #rcfinefoods #thespicehouse #soup #broth #bouillon #soupstock #soupoftheday#pilaf #clamchowder  #lowsodium #glutenfree #chickensoup  #vegan #plantbased https://t.co/GoD7xeO0yG","[{'text': 'redibasecooking', 'indices': [101, 117]}]"
kateyj007,,,475,227,12770,2014-09-06 08:37:45,2020-05-04 09:10:20,46,"Cowards and inadequates always target the weak and vulnerable.
(Go #vegan. Put these thugs out of business)
https://t.co/IcgAfTjtxU","[{'text': 'vegan', 'indices': [85, 91]}]"
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:10:16,1,"As the world learns to deal with the coronavirus pandemic, eating behaviors are already changing. The global population is projected to reach more than 9.8 billion #Cleanmeat #Plantbased #culturedmeat https://t.co/9WaTVci9bQ https://t.co/cH1lOZITev",[]
researchmrx,"Fine-tuning our vision, products, and services for a plant-based economy. #medicalmarijuana #wellness #plantbased #cannabis",New Jersey,211,4372,249444,2013-12-21 16:17:07,2020-05-04 09:09:56,2,Looking for the Holy Grail 😉 then look no further. We have brought dead plants back to life 😇 #doyouevenmoonshine #allnatural #plantbased #moonshinemanproducts #moonshinesunshine #moonshinenutrientenhancer #garden… https://t.co/1Gv3L6Eid4,"[{'text': 'doyouevenmoonshine', 'indices': [114, 133]}]"
Rees2Rees,Mum of two boyz full time skivvy in work and at home. Enjoys a glass or two of Rioja. Hope one day to have tax free red wine. Vote for me......,Barry South Wales,118,61,846,2011-05-22 17:22:20,2020-05-04 09:09:34,1,"Discover some of our greatest vegetarian Indian recipes. From small plates to delicious curries, biryani &amp; side dishes, every dish is full of flavor. 

#veganvale #veganwales #vegan #bangladeshifood #veganindianfood… https://t.co/62pG654un7",[]
icklepickle,Industry Exp Makeup Artist & Photographer - Artist - Enviroment 🍃 🌹Labour Socialist🌹 Vegan 🌱 💙 MCFC season card holder ❤️ 🎵 Beatles Bowie Comedy & Art,Sunny Cheshire :-\ n London,1645,2288,75718,2009-01-28 21:09:57,2020-05-04 09:09:12,124,"Sticky, gooey, unctuous, vegan Jamaican ginger cake. Check out that shine!

This was soooooo good! 🤤 

#vegan #veganfood #tuesdayvibes #whatveganseat #baking #cake https://t.co/lBeiENRyty","[{'text': 'vegan', 'indices': [119, 125]}, {'text': 'veganfood', 'indices': [126, 136]}]"
KayeAlfie,Its all about sticking up for the ones with no voice 🐷🐴🦊🐶🐄🐏🐰🐣🐾🦔🦃🐿,here 🙄,468,413,40461,2014-01-12 19:16:33,2020-05-04 09:09:09,17,Another boring #vegan breakfast https://t.co/eNjWMmBwOa,"[{'text': 'vegan', 'indices': [33, 39]}]"
hownowmag,Celebrating solutions at https://t.co/ksJ1aZTQOR. DM with ideas with stories and profiles or email hownowmag@gmail.com,"London, UK",2484,707,6494,2017-02-06 19:56:29,2020-05-04 09:08:54,0,"@AnimalAid @humaneleagueuk @animalequality join forces with public figures and academics to urge government to support #dairyfarmers transition into #plantbased #agriculture 

https://t.co/zOU04xupTc

via @plantbasednews 

#notodairybailout #endanimalagriculture 🐮🐄🐖🎄","[{'text': 'dairyfarmers', 'indices': [119, 132]}, {'text': 'plantbased', 'indices': [149, 160]}, {'text': 'agriculture', 'indices': [161, 173]}, {'text': 'notodairybailout', 'indices': [223, 240]}, {'text': 'endanimalagriculture', 'indices': [241, 262]}]"
KangarooCaught,"Interests: peace, justice, human rights, protecting our environment, vegan, solidarity, unity, speaking truth to power, intelligent action, extinction rebellion",,4748,2690,97519,2014-03-24 04:17:58,2020-05-04 09:08:30,7,"Halt destruction of nature or suffer even worse #pandemics, say world’s top scientists https://t.co/Sk3muDzhfX #ExtinctionRebellion #AnimalRebellion #PlantBased #Vegan #Veganism #Sustainability #CrueltyFree #OrganicAgriculture #Farming #JustTransition #GreenNewDeal #StopEcocide","[{'text': 'pandemics', 'indices': [68, 78]}]"
BlogTaisiya,This blog about VeganFood in my life and world,,3,2,6,2020-04-30 12:46:19,2020-05-04 09:08:18,0,It’s my great moment #VeganLife https://t.co/T5CWIhczvt,"[{'text': 'VeganLife', 'indices': [21, 31]}]"
TheOrganicView,"Est in 2004, 1st podcast to focus on #environmental issues. Globally ranked top1% influencers on #socialmedia! Sharing does not automatically equal approval",New York,42977,48212,430184,2009-12-07 17:37:51,2020-05-04 09:08:16,1,"Shop healthy, save money and support your local economy! via TheOrganicView https://t.co/Ket6fXkutS #raw #vegan","[{'text': 'raw', 'indices': [100, 104]}, {'text': 'vegan', 'indices': [105, 111]}]"
Macheath1,"Writer/Director #MacheathProductions  https://t.co/2nyRlCJLcc. Zero tolerance of all abuse and cruelty: human and animal. On 5,000 Following limit","Shrewsbury, Shropshire, UK",5001,3310,103668,2013-04-22 15:50:06,2020-05-04 09:07:51,28,"#NotFoodForThought 🥚🍳

#MaleChicks Are #Useless To The #EggIndustry 🐥

#Chickens For #Meat &amp; #Eggs Are #Different

So #They Are #Crushed #Thrown In The #Trash  

They #Suffocate &amp;/Or Are #Crushed2Death

#TheyHaveNoChoice 😔

#YouDo 

#GoVegan🌱

https://t.co/RTqrthM0KU","[{'text': 'NotFoodForThought', 'indices': [21, 39]}, {'text': 'MaleChicks', 'indices': [44, 55]}, {'text': 'Useless', 'indices': [60, 68]}, {'text': 'EggIndustry', 'indices': [76, 88]}, {'text': 'Chickens', 'indices': [92, 101]}, {'text': 'Meat', 'indices': [106, 111]}, {'text': 'Eggs', 'indices': [118, 123]}, {'text': 'Different', 'indices': [128, 138]}]"
